名称,大类,中类,lng,lat,省份,城市,区域
金银湖街社区卫生中心门诊,医疗保健,综合医院,114.221691,30.664569,湖北省,武汉市,东西湖区
金银湖街社区卫生中心,医疗保健,综合医院,114.221336,30.664433,湖北省,武汉市,东西湖区
常青综合医院,医疗保健,综合医院,114.24319,30.655234,湖北省,武汉市,东西湖区
汉口医院,医疗保健,综合医院,114.320156,30.627606,湖北省,武汉市,江岸区
康复医院,医疗保健,综合医院,114.32052,30.628313,湖北省,武汉市,江岸区
新沟桥街社区卫生中心,医疗保健,综合医院,114.408462,30.630438,湖北省,武汉市,青山区
红钢城街二街社区卫生运营服务站,医疗保健,综合医院,114.403318,30.646636,湖北省,武汉市,青山区
武湖街青龙社区卫生中心,医疗保健,综合医院,114.392691,30.70552,湖北省,武汉市,黄陂区
武湖街高车社区卫生运营服务站,医疗保健,综合医院,114.396487,30.729,湖北省,武汉市,黄陂区
武汉天众医院,医疗保健,综合医院,114.349407,30.71977,湖北省,武汉市,黄陂区
彤百堂中医院,医疗保健,综合医院,114.2451,30.726731,湖北省,武汉市,黄陂区
青山镇街船厂社区卫生运营服务站,医疗保健,综合医院,114.441104,30.654425,湖北省,武汉市,青山区
青山区建设乡卫生室,医疗保健,综合医院,114.460808,30.655369,湖北省,武汉市,洪山区
武汉化学工业园区建设卫生院,医疗保健,综合医院,114.461501,30.655134,湖北省,武汉市,洪山区
周冲社区卫生运营服务站,医疗保健,综合医院,114.575762,30.669039,湖北省,武汉市,新洲区
新城医院,医疗保健,综合医院,114.57767,30.706301,湖北省,武汉市,新洲区
仓埠中心卫生室门诊部,医疗保健,综合医院,114.60064,30.831179,湖北省,武汉市,新洲区
仓埠中心卫生室公共卫生服务大楼,医疗保健,综合医院,114.600349,30.833802,湖北省,武汉市,新洲区
仓埠中心卫生室,医疗保健,综合医院,114.600407,30.831172,湖北省,武汉市,新洲区
健民医院,医疗保健,综合医院,114.679232,30.873963,湖北省,武汉市,新洲区
李集街卫生室,医疗保健,综合医院,114.678713,30.873246,湖北省,武汉市,新洲区
李集街卫生室门诊楼,医疗保健,综合医院,114.678435,30.872761,湖北省,武汉市,新洲区
武汉康元医院,医疗保健,综合医院,114.289032,30.793229,湖北省,武汉市,黄陂区
三里镇卫生室,医疗保健,综合医院,114.425055,30.780412,湖北省,武汉市,黄陂区
三里桥卫生室,医疗保健,综合医院,114.424587,30.780839,湖北省,武汉市,黄陂区
前川街火庙社区卫生运营服务站,医疗保健,综合医院,114.401171,30.852213,湖北省,武汉市,黄陂区
鲁台社区卫生中心,医疗保健,综合医院,114.394954,30.864314,湖北省,武汉市,黄陂区
祁家湾街道卫生室,医疗保健,综合医院,114.233686,30.877412,湖北省,武汉市,黄陂区
祁家湾街社区卫生中心,医疗保健,综合医院,114.234102,30.878029,湖北省,武汉市,黄陂区
汪集街荣生社区卫生运营服务站,医疗保健,综合医院,114.708734,30.774638,湖北省,武汉市,新洲区
德顺康医院,医疗保健,综合医院,114.812226,30.825041,湖北省,武汉市,新洲区
武汉慈杭医院,医疗保健,综合医院,114.818763,30.836585,湖北省,武汉市,新洲区
刘集卫生室桥西医疗中心,医疗保健,综合医院,114.785588,30.846968,湖北省,武汉市,新洲区
凤凰镇卫生室,医疗保健,综合医院,114.755686,30.92442,湖北省,武汉市,新洲区
凤凰街卫生室,医疗保健,综合医院,114.755224,30.924585,湖北省,武汉市,新洲区
人民医院医疗联合体,医疗保健,综合医院,114.756007,30.924142,湖北省,武汉市,新洲区
蔡家榨镇卫生室,医疗保健,综合医院,114.536174,30.925851,湖北省,武汉市,黄陂区
蔡家榨街卫生室门诊部,医疗保健,综合医院,114.536197,30.924737,湖北省,武汉市,黄陂区
蔡榨镇卫生室公共卫生科,医疗保健,综合医院,114.536552,30.925619,湖北省,武汉市,黄陂区
金口中心卫生室,医疗保健,综合医院,114.134605,30.336279,湖北省,武汉市,江夏区
金口中心卫生室感染性疾病门诊,医疗保健,综合医院,114.135132,30.336117,湖北省,武汉市,江夏区
武汉大学人民医院,医疗保健,综合医院,114.072549,30.314142,湖北省,武汉市,汉南区
人民医院门诊,医疗保健,综合医院,114.073227,30.313533,湖北省,武汉市,汉南区
人民医院急诊,医疗保健,综合医院,114.073336,30.314774,湖北省,武汉市,汉南区
侏儒山卫生室住院部,医疗保健,综合医院,113.841872,30.445585,湖北省,武汉市,蔡甸区
侏儒山街社区卫生中心,医疗保健,综合医院,113.841943,30.445049,湖北省,武汉市,蔡甸区
侏儒山卫生室,医疗保健,综合医院,113.841947,30.445889,湖北省,武汉市,蔡甸区
侏儒街中心卫生室,医疗保健,综合医院,113.842127,30.445733,湖北省,武汉市,蔡甸区
永安医院,医疗保健,综合医院,113.942432,30.458622,湖北省,武汉市,蔡甸区
永安街卫生室,医疗保健,综合医院,113.943214,30.458837,湖北省,武汉市,蔡甸区
武汉商学院医疗中心,医疗保健,综合医院,114.087188,30.458148,湖北省,武汉市,蔡甸区
武汉佳瑞医院,医疗保健,综合医院,114.016208,30.443771,湖北省,武汉市,蔡甸区
协和医院西院,医疗保健,综合医院,114.174086,30.493225,湖北省,武汉市,蔡甸区
武汉协和医院西院新住院部,医疗保健,综合医院,114.174304,30.493586,湖北省,武汉市,蔡甸区
协和医院西院医技楼,医疗保健,综合医院,114.173594,30.492842,湖北省,武汉市,蔡甸区
协和医院西院发热门诊,医疗保健,综合医院,114.174025,30.493588,湖北省,武汉市,蔡甸区
协和医院西院放射科,医疗保健,综合医院,114.173858,30.493109,湖北省,武汉市,蔡甸区
武汉经济技术开发区神龙医院,医疗保健,综合医院,114.173761,30.492918,湖北省,武汉市,蔡甸区
华中科技大学同济医学院协和医院西院,医疗保健,综合医院,114.174555,30.493086,湖北省,武汉市,蔡甸区
协和医院西院综合楼,医疗保健,综合医院,114.174316,30.492972,湖北省,武汉市,蔡甸区
协和医院西院协和医院西区功能检查部,医疗保健,综合医院,114.173398,30.493309,湖北省,武汉市,蔡甸区
武汉协和医院西院急诊,医疗保健,综合医院,114.17377,30.492923,湖北省,武汉市,蔡甸区
协和医院西区急救站,医疗保健,综合医院,114.173806,30.49266,湖北省,武汉市,蔡甸区
协和医院西院门诊部,医疗保健,综合医院,114.17318,30.49189,湖北省,武汉市,蔡甸区
龙阳街龙湖东岸社区卫生运营服务站,医疗保健,综合医院,114.194481,30.547439,湖北省,武汉市,汉阳区
琴断口社区卫生中心,医疗保健,综合医院,114.194486,30.546875,湖北省,武汉市,汉阳区
永丰街社区卫生中心,医疗保健,综合医院,114.150854,30.555809,湖北省,武汉市,汉阳区
永丰街惠民苑社区卫生中心,医疗保健,综合医院,114.171895,30.585954,湖北省,武汉市,汉阳区
万济医院,医疗保健,综合医院,114.160015,30.581689,湖北省,武汉市,汉阳区
万济精神卫生康复中心,医疗保健,综合医院,114.159909,30.581373,湖北省,武汉市,汉阳区
惠民苑社区卫生运营服务站,医疗保健,综合医院,114.170691,30.586753,湖北省,武汉市,汉阳区
人民医院门诊部,医疗保健,综合医院,114.043663,30.561926,湖北省,武汉市,蔡甸区
人民医院,医疗保健,综合医院,114.043738,30.561701,湖北省,武汉市,蔡甸区
人民医院,医疗保健,综合医院,114.043898,30.56126,湖北省,武汉市,蔡甸区
协和江北医院,医疗保健,综合医院,114.044019,30.561492,湖北省,武汉市,蔡甸区
人民医院急诊,医疗保健,综合医院,114.044613,30.561508,湖北省,武汉市,蔡甸区
蔡甸协和江北医院,医疗保健,综合医院,114.044678,30.562591,湖北省,武汉市,蔡甸区
仟吉蔡甸协和江北医院,医疗保健,综合医院,114.044062,30.562021,湖北省,武汉市,蔡甸区
人民医院综合楼,医疗保健,综合医院,114.044875,30.563402,湖北省,武汉市,蔡甸区
协和江北医院感染性疾病科,医疗保健,综合医院,114.045385,30.564285,湖北省,武汉市,蔡甸区
蔡甸街河街社区卫生运营服务站,医疗保健,综合医院,114.033709,30.588572,湖北省,武汉市,蔡甸区
新沟镇街卫生室,医疗保健,综合医院,113.947254,30.693205,湖北省,武汉市,东西湖区
辛安渡办事处卫生室,医疗保健,综合医院,113.937083,30.741667,湖北省,武汉市,东西湖区
辛安渡街卫生室核酸采样点,医疗保健,综合医院,113.93707,30.741299,湖北省,武汉市,东西湖区
人民医院,医疗保健,综合医院,114.133458,30.649464,湖北省,武汉市,东西湖区
协和东西湖医院,医疗保健,综合医院,114.132583,30.647933,湖北省,武汉市,东西湖区
金银湖医院,医疗保健,综合医院,114.192343,30.627631,湖北省,武汉市,东西湖区
军星中医院,医疗保健,综合医院,114.184773,30.628056,湖北省,武汉市,硚口区
协和医院金银湖院区门诊部,医疗保健,综合医院,114.195227,30.670351,湖北省,武汉市,东西湖区
协和医院金银湖院区,医疗保健,综合医院,114.195391,30.671427,湖北省,武汉市,东西湖区
径河街卫生室,医疗保健,综合医院,114.16144,30.678023,湖北省,武汉市,东西湖区
东山街卫生室,医疗保健,综合医院,114.017883,30.77472,湖北省,武汉市,东西湖区
中医医院行政办公大楼,医疗保健,综合医院,114.317482,30.342937,湖北省,武汉市,江夏区
纸坊街社区卫生中心青龙山林场社区卫生服务站,医疗保健,综合医院,114.329258,30.344605,湖北省,武汉市,江夏区
郑店街关山社区卫生运营服务站,医疗保健,综合医院,114.298613,30.333637,湖北省,武汉市,江夏区
纸坊街纸坊社区卫生运营服务站,医疗保健,综合医院,114.304168,30.342282,湖北省,武汉市,江夏区
纸坊街社区卫生中心宁安社区卫生服务站,医疗保健,综合医院,114.316468,30.341221,湖北省,武汉市,江夏区
新北社区卫生运营服务站,医疗保健,综合医院,114.311506,30.35117,湖北省,武汉市,江夏区
大桥新区社区卫生中心,医疗保健,综合医院,114.307864,30.405553,湖北省,武汉市,江夏区
中医医院新院区,医疗保健,综合医院,114.342538,30.358449,湖北省,武汉市,江夏区
第一人民医院,医疗保健,综合医院,114.320132,30.371437,湖北省,武汉市,江夏区
第一人民医院发热门诊,医疗保健,综合医院,114.319953,30.370043000000003,湖北省,武汉市,江夏区
华中科技大学协和江南医院,医疗保健,综合医院,114.320644,30.37075,湖北省,武汉市,江夏区
第一人民医院住院楼,医疗保健,综合医院,114.31921,30.371209,湖北省,武汉市,江夏区
第一人民医院门诊,医疗保健,综合医院,114.321281,30.370635,湖北省,武汉市,江夏区
武汉纺织大学阳光校区医院,医疗保健,综合医院,114.335289,30.378295,湖北省,武汉市,江夏区
藏龙岛社区卫生中心,医疗保健,综合医院,114.416316,30.400524,湖北省,武汉市,江夏区
藏龙岛经院社区卫生中心,医疗保健,综合医院,114.429268,30.416722,湖北省,武汉市,江夏区
庙山社区卫生中心,医疗保健,综合医院,114.367429,30.398446,湖北省,武汉市,江夏区
广宁医院,医疗保健,综合医院,114.373285,30.414522,湖北省,武汉市,江夏区
汤逊湖社区卫生运营服务站,医疗保健,综合医院,114.400886,30.460055,湖北省,武汉市,江夏区
万科城市花园卫生运营服务站,医疗保健,综合医院,114.408621,30.45887,湖北省,武汉市,江夏区
武汉东湖新技术开发区公共卫生中心,医疗保健,综合医院,114.425454,30.46174,湖北省,武汉市,江夏区
武汉关东普度医院,医疗保健,综合医院,114.435409,30.477333,湖北省,武汉市,江夏区
医疗保险定点医疗机构,医疗保健,综合医院,114.435735,30.476703,湖北省,武汉市,江夏区
武汉职业技术学校校医院,医疗保健,综合医院,114.409716,30.485765,湖北省,武汉市,洪山区
中南财经政法大学社区卫生中心,医疗保健,综合医院,114.388234,30.473069,湖北省,武汉市,江夏区
中南财经政法大学医院,医疗保健,综合医院,114.387656,30.47258,湖北省,武汉市,江夏区
武汉纺织大学医院,医疗保健,综合医院,114.397934,30.484974,湖北省,武汉市,洪山区
武汉纺织大学社区卫生运营服务站,医疗保健,综合医院,114.397798,30.484733,湖北省,武汉市,洪山区
华中农业大学医院,医疗保健,综合医院,114.353501,30.47352,湖北省,武汉市,洪山区
华中农业大学社区卫生中心,医疗保健,综合医院,114.353347,30.473873,湖北省,武汉市,洪山区
武汉城市职业学院北校区校医院,医疗保健,综合医院,114.321484,30.477163,湖北省,武汉市,洪山区
玫瑰湾社区卫生运营服务站,医疗保健,综合医院,114.344455,30.482117,湖北省,武汉市,洪山区
南湖山庄社区卫生运营服务站,医疗保健,综合医院,114.344136,30.487198000000003,湖北省,武汉市,洪山区
书城路社区卫生运营服务站,医疗保健,综合医院,114.336089,30.484724,湖北省,武汉市,洪山区
武汉南大门综合医院,医疗保健,综合医院,114.328985,30.485516,湖北省,武汉市,洪山区
武汉南大门综合医院住院部,医疗保健,综合医院,114.329706,30.485105,湖北省,武汉市,洪山区
武汉甘霖澜湖医院,医疗保健,综合医院,114.323031,30.486217,湖北省,武汉市,洪山区
青菱街红霞社区卫生运营服务站,医疗保健,综合医院,114.259025,30.437297,湖北省,武汉市,洪山区
狮子山街武南社区卫生运营服务站,医疗保健,综合医院,114.311042,30.474829,湖北省,武汉市,洪山区
湖北工大医院,医疗保健,综合医院,114.311215,30.483509,湖北省,武汉市,洪山区
武南社区卫生服务站湖工大社区卫生中心,医疗保健,综合医院,114.311283,30.483014,湖北省,武汉市,洪山区
武昌首义学院医院,医疗保健,综合医院,114.307449,30.485702,湖北省,武汉市,洪山区
通惠社区卫生运营服务站,医疗保健,综合医院,114.308066,30.485634,湖北省,武汉市,洪山区
烽胜路社区卫生中心,医疗保健,综合医院,114.294139,30.479251,湖北省,武汉市,洪山区
光霞社区卫生运营服务站,医疗保健,综合医院,114.292731,30.487352,湖北省,武汉市,洪山区
武汉大学人民医院,医疗保健,综合医院,114.284349,30.473998,湖北省,武汉市,洪山区
农科院社区卫生运营服务站,医疗保健,综合医院,114.272961,30.479446000000003,湖北省,武汉市,洪山区
长征社区卫生运营服务站,医疗保健,综合医院,114.277946,30.481238,湖北省,武汉市,洪山区
张家湾街长征社区运营服务站,医疗保健,综合医院,114.277527,30.480969,湖北省,武汉市,洪山区
长江社区卫生运营服务站,医疗保健,综合医院,114.267825,30.487031,湖北省,武汉市,洪山区
金色城市社区卫生运营服务站,医疗保健,综合医院,114.260893,30.483637,湖北省,武汉市,洪山区
武汉汉派中医医院,医疗保健,综合医院,114.442867,30.434102,湖北省,武汉市,江夏区
武汉大学人民医院东院,医疗保健,综合医院,114.440999,30.441657,湖北省,武汉市,江夏区
武汉光谷中心医院,医疗保健,综合医院,114.440821,30.439483,湖北省,武汉市,江夏区
武汉大学人民医院东院感染性疾病科,医疗保健,综合医院,114.439485,30.439547,湖北省,武汉市,江夏区
武汉大学人民医院东院区全科医学科,医疗保健,综合医院,114.441674,30.442382,湖北省,武汉市,江夏区
精神卫生中心,医疗保健,综合医院,114.439506,30.441797,湖北省,武汉市,江夏区
武汉大学人民医院东院3号楼,医疗保健,综合医院,114.441516,30.44094,湖北省,武汉市,江夏区
武汉大学人民医院东院7号楼住院部,医疗保健,综合医院,114.441789,30.441597,湖北省,武汉市,江夏区
阳光医院,医疗保健,综合医院,114.445133,30.44487,湖北省,武汉市,江夏区
阳光医院门诊部,医疗保健,综合医院,114.445645,30.444224,湖北省,武汉市,江夏区
佛祖岭第二社区卫生运营服务站,医疗保健,综合医院,114.442166,30.446396,湖北省,武汉市,江夏区
荷叶山卫生运营服务站,医疗保健,综合医院,114.452976,30.502125,湖北省,武汉市,洪山区
花山街社区卫生中心核酸采样点,医疗保健,综合医院,114.522853,30.523356,湖北省,武汉市,洪山区
武汉东湖新技术开发区花山街社区卫生中心,医疗保健,综合医院,114.523164,30.52241,湖北省,武汉市,洪山区
武汉东湖新技术开发区花山街妇幼保健计划生育运营服务站,医疗保健,综合医院,114.522366,30.522805,湖北省,武汉市,洪山区
花山街社区卫生中心发热门诊,医疗保健,综合医院,114.523466,30.52241,湖北省,武汉市,洪山区
左岭街社区卫生中心,医疗保健,综合医院,114.606879,30.493719,湖北省,武汉市,洪山区
洲头街新五里社区卫生运营服务站,医疗保健,综合医院,114.252532,30.518439,湖北省,武汉市,汉阳区
江堤街社区卫生中心,医疗保健,综合医院,114.230211,30.519725,湖北省,武汉市,汉阳区
中医医院,医疗保健,综合医院,114.215479,30.519521,湖北省,武汉市,汉阳区
湖北中医药大学附属国医医院,医疗保健,综合医院,114.214938,30.520278,湖北省,武汉市,汉阳区
芳草社区卫生服务,医疗保健,综合医院,114.199669,30.520525,湖北省,武汉市,汉阳区
狮南社区卫生运营服务站,医疗保健,综合医院,114.314806,30.492798,湖北省,武汉市,洪山区
七一二社区卫生运营服务站,医疗保健,综合医院,114.30909,30.493461,湖北省,武汉市,洪山区
洪山街红旗社区卫生运营服务站,医疗保健,综合医院,114.30766,30.501164,湖北省,武汉市,洪山区
白沙洲街社区卫生中心,医疗保健,综合医院,114.29225,30.514805,湖北省,武汉市,武昌区
武汉东方医院,医疗保健,综合医院,114.300519,30.518045,湖北省,武汉市,武昌区
白沙洲街社区卫生中心,医疗保健,综合医院,114.29425,30.524451,湖北省,武汉市,武昌区
白沙洲医院,医疗保健,综合医院,114.297619,30.523599,湖北省,武汉市,武昌区
白沙洲街第二社区卫生中心,医疗保健,综合医院,114.297117,30.523903,湖北省,武汉市,武昌区
紫阳街社区卫生中心,医疗保健,综合医院,114.297721,30.52408,湖北省,武汉市,武昌区
裕大华医院,医疗保健,综合医院,114.298081,30.526856,湖北省,武汉市,武昌区
人民医院,医疗保健,综合医院,114.298603,30.535396,湖北省,武汉市,武昌区
武汉大学人民医院医疗美容科,医疗保健,综合医院,114.297463,30.536004,湖北省,武汉市,武昌区
人民医院放射科,医疗保健,综合医院,114.300297,30.534412,湖北省,武汉市,武昌区
武汉大学人民医院汽车队,医疗保健,综合医院,114.299489,30.535558,湖北省,武汉市,武昌区
人民医院检验医学中心,医疗保健,综合医院,114.298704,30.535133,湖北省,武汉市,武昌区
人民医院急诊检验,医疗保健,综合医院,114.298578,30.535268,湖北省,武汉市,武昌区
人民医院楚康楼体检中心,医疗保健,综合医院,114.300987,30.535416,湖北省,武汉市,武昌区
人民医院主院区急诊部,医疗保健,综合医院,114.298736,30.535241,湖北省,武汉市,武昌区
武汉大学人民医院肿瘤诊疗中心,医疗保健,综合医院,114.300393,30.534631,湖北省,武汉市,武昌区
武汉大学人民医院民康楼,医疗保健,综合医院,114.297565,30.534788,湖北省,武汉市,武昌区
武汉大学人民医院安康楼,医疗保健,综合医院,114.29912,30.535164,湖北省,武汉市,武昌区
人民医院主院区楚康楼住院部,医疗保健,综合医院,114.300699,30.53538,湖北省,武汉市,武昌区
人民医院主院区安康楼住院部,医疗保健,综合医院,114.299552,30.535476,湖北省,武汉市,武昌区
人民医院主院区门诊部,医疗保健,综合医院,114.298612,30.535112,湖北省,武汉市,武昌区
武汉大学人民医院放射影像中心,医疗保健,综合医院,114.300546,30.534628,湖北省,武汉市,武昌区
人民医院主院区民康楼住院部,医疗保健,综合医院,114.29837,30.534713,湖北省,武汉市,武昌区
武汉大学人民医院消化内镜中心,医疗保健,综合医院,114.300527,30.535259,湖北省,武汉市,武昌区
人民医院主院区泰康楼住院部,医疗保健,综合医院,114.298882,30.535435000000003,湖北省,武汉市,武昌区
鹦鹉街夹河社区卫生服务二站,医疗保健,综合医院,114.26145,30.539289,湖北省,武汉市,汉阳区
鹦鹉花园社区卫生运营服务站,医疗保健,综合医院,114.272791,30.544327,湖北省,武汉市,汉阳区
四新街社区卫生中心,医疗保健,综合医院,114.216506,30.53372,湖北省,武汉市,汉阳区
泰康同济,医疗保健,综合医院,114.232558,30.521788,湖北省,武汉市,汉阳区
泰康同济,医疗保健,综合医院,114.232004,30.521815,湖北省,武汉市,汉阳区
新汉港医院,医疗保健,综合医院,114.242911,30.520932,湖北省,武汉市,汉阳区
江堤街汉博佳园社区卫生运营服务站,医疗保健,综合医院,114.244142,30.524582,湖北省,武汉市,汉阳区
江堤街社区卫生中心公共卫生科,医疗保健,综合医院,114.246895,30.525791,湖北省,武汉市,汉阳区
江欣苑社区健康服务运营中心,医疗保健,综合医院,114.245745,30.53024,湖北省,武汉市,汉阳区
人民医院汉阳医院,医疗保健,综合医院,114.246103,30.548756,湖北省,武汉市,汉阳区
仁爱口腔,医疗保健,综合医院,114.246412,30.548342,湖北省,武汉市,汉阳区
武汉科技大学附属汉阳医院,医疗保健,综合医院,114.246442,30.548848,湖北省,武汉市,汉阳区
汉阳创伤急救医院,医疗保健,综合医院,114.246118,30.549065,湖北省,武汉市,汉阳区
汉阳医院急救服务站,医疗保健,综合医院,114.244988,30.548333,湖北省,武汉市,汉阳区
汉阳医院会议办公大楼,医疗保健,综合医院,114.246432,30.548638,湖北省,武汉市,汉阳区
汉阳医院门诊外科楼,医疗保健,综合医院,114.247008,30.547661,湖北省,武汉市,汉阳区
汉阳医院健康管理部,医疗保健,综合医院,114.245931,30.548162,湖北省,武汉市,汉阳区
泌尿外科疑难疾病会诊中心,医疗保健,综合医院,114.246172,30.549306,湖北省,武汉市,汉阳区
汉阳医院急诊综合楼,医疗保健,综合医院,114.246303,30.548257,湖北省,武汉市,汉阳区
仁爱妇科医院,医疗保健,综合医院,114.246276,30.551568,湖北省,武汉市,汉阳区
五红里社区卫生运营服务站,医疗保健,综合医院,114.233181,30.55312,湖北省,武汉市,汉阳区
五里墩街社区卫生中心,医疗保健,综合医院,114.231164,30.552917,湖北省,武汉市,汉阳区
武汉龙阳医院,医疗保健,综合医院,114.211524,30.546795,湖北省,武汉市,汉阳区
龙阳医院御达急救站,医疗保健,综合医院,114.211432,30.546779,湖北省,武汉市,汉阳区
保利中央公馆社区卫生运营服务站,医疗保健,综合医院,114.324867,30.495357,湖北省,武汉市,洪山区
武昌医院南湖院区,医疗保健,综合医院,114.340349,30.491809,湖北省,武汉市,洪山区
珞狮路社区卫生中心,医疗保健,综合医院,114.339937,30.491753000000003,湖北省,武汉市,洪山区
武昌医院南湖院区门诊部,医疗保健,综合医院,114.340514,30.491802,湖北省,武汉市,洪山区
丽岛社区卫生运营服务站,医疗保健,综合医院,114.34565,30.501715,湖北省,武汉市,洪山区
国针堂颈肩腰腿疼痛医院,医疗保健,综合医院,114.320759,30.497474,湖北省,武汉市,洪山区
洪山街社区卫生中心,医疗保健,综合医院,114.319054,30.497163,湖北省,武汉市,洪山区
肿瘤医院住院部,医疗保健,综合医院,114.365515,30.499539,湖北省,武汉市,洪山区
名都社区卫生运营服务站,医疗保健,综合医院,114.370666,30.503168,湖北省,武汉市,洪山区
名都社区医院,医疗保健,综合医院,114.370815,30.502371,湖北省,武汉市,洪山区
卓刀泉街社区卫生中心,医疗保健,综合医院,114.376062,30.503788,湖北省,武汉市,洪山区
中建三局武汉中心医院,医疗保健,综合医院,114.347788,30.508532,湖北省,武汉市,洪山区
洪山街幸福社区卫生运营服务站,医疗保健,综合医院,114.351848,30.504934,湖北省,武汉市,洪山区
人民检察院机关社区卫生运营服务站,医疗保健,综合医院,114.35488,30.507145,湖北省,武汉市,洪山区
华中师范大学医院中楼,医疗保健,综合医院,114.362331,30.51968,湖北省,武汉市,洪山区
华中师范大学医院南楼,医疗保健,综合医院,114.362475,30.519346,湖北省,武汉市,洪山区
华中师范大学医院北楼,医疗保健,综合医院,114.361942,30.51955,湖北省,武汉市,洪山区
方泰医院,医疗保健,综合医院,114.324896,30.509436,湖北省,武汉市,洪山区
武汉理工大学南湖校区校医院,医疗保健,综合医院,114.338048,30.510028,湖北省,武汉市,洪山区
武汉工程大学医院,医疗保健,综合医院,114.390905,30.500959,湖北省,武汉市,洪山区
卓刀泉街工程大学社区卫生运营服务站,医疗保健,综合医院,114.391069,30.501205,湖北省,武汉市,洪山区
陈如泉甲状腺疾病诊疗中心,医疗保健,综合医院,114.408098,30.506337,湖北省,武汉市,洪山区
长动社区卫生中心,医疗保健,综合医院,114.410854,30.505632,湖北省,武汉市,洪山区
中医院,医疗保健,综合医院,114.40878,30.506105,湖北省,武汉市,洪山区
汽发社区卫生运营服务站,医疗保健,综合医院,114.411912,30.507122,湖北省,武汉市,洪山区
武汉长动医院,医疗保健,综合医院,114.411153,30.505553,湖北省,武汉市,洪山区
机动车驾驶员年审体检定点医院,医疗保健,综合医院,114.411825,30.507109,湖北省,武汉市,洪山区
中医院,医疗保健,综合医院,114.408337,30.506111,湖北省,武汉市,洪山区
从业人员预防性健康检查,医疗保健,综合医院,114.411837,30.507145,湖北省,武汉市,洪山区
中医院光谷院区健康管理中心,医疗保健,综合医院,114.408252,30.506782,湖北省,武汉市,洪山区
中医院光谷院区后勤办公大楼,医疗保健,综合医院,114.409077,30.504961,湖北省,武汉市,洪山区
武汉长动医院急诊,医疗保健,综合医院,114.411346,30.50586,湖北省,武汉市,洪山区
